run_id,flat_shot,position_index,shot_index,cycle,severity,flag_codes,te_log_ev,te_exp_ev,vp_derivative_v,vp_log_v,vp_exp_v,fit_window_width_v,fit_sample_count,rms_residual_a,max_abs_residual_a,max_jump_a,arc_like_sample_count,error
46,0,0,0,18,bad,log_linear_te_out_of_range;exponential_te_out_of_range;arc_like_segment,9999.999999571763,9999.999999999452,3.582540536443114,8.12232877196061,8.881496030095857,1.1636526680529242,77,0.00042873638593073207,0.0006296441995720111,8.544588009754822e-05,2278,
46,255,12,15,18,warn,arc_like_segment,0.5028403454236543,0.5890017732696936,0.4151572142879712,1.4897086815197575,1.5936602890669131,0.9014551474596186,79,0.00026283738981466154,0.0008795310086875563,9.341085902146024e-05,2273,
46,510,25,10,18,warn,arc_like_segment,0.6737679317692382,0.9318572694040286,0.5998996807264584,0.9098029914789194,0.9884363217483068,1.5270481012770316,128,0.0008110933075344851,0.001819588228838832,0.00011784127872322553,2277,
46,765,38,5,18,bad,analysis_failed,,,,,,,,,,,,Initial guess is outside of provided bounds
46,1019,50,19,18,warn,arc_like_segment,5.565636328901035,11.036085582595298,16.92276902931381,-6.238818304817703,0.6551919897946772,1.2031366294599621,80,0.0003583991298831338,0.000765142841412708,0.00013319493189389094,2310,
